,BidPrice-I-XCHNG,BidVolume-I-XCHNG,AskPrice-I-XCHNG,AskVolume-I-XCHNG,BidPrice-Z-XCHNG,BidVolume-Z-XCHNG,AskPrice-Z-XCHNG,AskVolume-Z-XCHNG
2018-01-01 07:05:00,129.0,154.0,129.35,145.0,128.6,52.0,129.5,47.0
2018-01-01 07:10:00,128.8,166.0,129.15,132.0,128.45000000000002,52.0,129.4,47.0
2018-01-01 07:15:00,128.85,152.0,129.15,138.0,128.35,58.0,129.15,40.0
2018-01-01 07:20:00,128.65,155.0,128.95000000000002,154.0,128.0,56.0,128.85,41.0
2018-01-01 07:25:00,128.5,148.0,128.85,139.0,128.0,54.0,128.95000000000002,39.0
2018-01-01 07:30:00,128.6,146.0,128.95000000000002,158.0,128.3,55.0,129.25,39.0
2018-01-01 07:35:00,128.55,140.0,128.9,142.0,128.4,52.0,129.4,38.0
2018-01-01 07:40:00,128.70000000000002,133.0,129.05,143.0,128.20000000000002,46.0,129.15,44.0
2018-01-01 07:45:00,128.55,144.0,128.9,140.0,128.05,49.0,129.05,46.0
2018-01-01 07:50:00,128.6,123.0,128.95000000000002,132.0,128.1,46.0,129.1,40.0
2018-01-01 07:55:00,128.6,111.0,128.95000000000002,134.0,128.1,39.0,129.0,41.0
2018-01-01 08:00:00,128.65,93.0,128.95000000000002,126.0,128.05,34.0,128.9,36.0
2018-01-01 08:05:00,129.05,92.0,129.35,119.0,128.45000000000002,33.0,129.3,34.0
2018-01-01 08:10:00,128.95000000000002,84.0,129.25,125.0,128.5,36.0,129.3,32.0
2018-01-01 08:15:00,128.95000000000002,82.0,129.3,112.0,128.5,32.0,129.45000000000002,30.0
2018-01-01 08:20:00,129.0,86.0,129.35,107.0,128.8,30.0,129.75,29.0
2018-01-01 08:25:00,128.85,98.0,129.20000000000002,113.0,128.55,31.0,129.55,31.0
2018-01-01 08:30:00,128.70000000000002,101.0,129.1,126.0,128.6,34.0,129.6,35.0
2018-01-01 08:35:00,128.95000000000002,105.0,129.3,122.0,128.70000000000002,36.0,129.70000000000002,35.0
2018-01-01 08:40:00,128.9,101.0,129.25,108.0,128.6,34.0,129.55,31.0
2018-01-01 08:45:00,128.9,94.0,129.20000000000002,106.0,128.65,33.0,129.6,31.0
2018-01-01 08:50:00,128.8,103.0,129.15,105.0,128.70000000000002,34.0,129.6,34.0
2018-01-01 08:55:00,128.65,104.0,128.95000000000002,110.0,128.55,35.0,129.45000000000002,35.0
2018-01-01 09:00:00,128.6,108.0,128.95000000000002,105.0,128.3,34.0,129.3,33.0
2018-01-01 09:05:00,128.55,104.0,128.9,100.0,128.65,32.0,129.65,30.0
2018-01-01 09:10:00,128.85,123.0,129.25,105.0,128.45000000000002,37.0,129.6,33.0
2018-01-01 09:15:00,128.70000000000002,120.0,129.05,104.0,128.4,38.0,129.45000000000002,33.0
2018-01-01 09:20:00,128.70000000000002,130.0,129.05,106.0,128.4,38.0,129.4,37.0
2018-01-01 09:25:00,128.70000000000002,131.0,129.05,117.0,128.4,42.0,129.4,40.0
2018-01-01 09:30:00,128.70000000000002,125.0,129.05,124.0,128.3,43.0,129.25,38.0
2018-01-01 09:35:00,128.70000000000002,124.0,129.0,138.0,128.25,42.0,129.20000000000002,37.0
2018-01-01 09:40:00,128.8,123.0,129.15,144.0,128.35,46.0,129.25,37.0
2018-01-01 09:45:00,128.75,121.0,129.1,145.0,128.45000000000002,46.0,129.35,40.0
2018-01-01 09:50:00,128.75,129.0,129.05,170.0,128.20000000000002,53.0,129.15,47.0
2018-01-01 09:55:00,128.75,118.0,129.1,168.0,128.4,52.0,129.4,44.0
2018-01-01 10:00:00,128.75,117.0,129.1,152.0,128.45000000000002,48.0,129.4,40.0
2018-01-01 10:05:00,128.70000000000002,124.0,129.05,146.0,128.4,51.0,129.4,41.0
2018-01-01 10:10:00,128.6,115.0,128.95000000000002,133.0,128.45000000000002,46.0,129.45000000000002,36.0
2018-01-01 10:15:00,128.6,114.0,128.95000000000002,119.0,128.75,45.0,129.75,33.0
2018-01-01 10:20:00,128.65,112.0,129.0,113.0,128.8,43.0,129.8,32.0
2018-01-01 10:25:00,128.65,116.0,129.05,109.0,128.70000000000002,41.0,129.85,33.0
2018-01-01 10:30:00,128.75,114.0,129.15,109.0,129.05,39.0,130.15,36.0
2018-01-01 10:35:00,128.9,98.0,129.3,111.0,128.95000000000002,37.0,130.1,31.0
2018-01-01 10:40:00,129.1,85.0,129.45000000000002,100.0,129.4,32.0,130.5,31.0
2018-01-01 10:45:00,129.20000000000002,92.0,129.55,98.0,129.15,34.0,130.3,30.0
2018-01-01 10:50:00,128.95000000000002,97.0,129.3,105.0,128.95000000000002,35.0,130.0,30.0
2018-01-01 10:55:00,129.05,97.0,129.45000000000002,92.0,129.05,37.0,130.1,24.0
2018-01-01 11:00:00,128.9,94.0,129.25,103.0,128.9,40.0,130.0,27.0
2018-01-01 11:05:00,128.70000000000002,102.0,129.1,107.0,128.9,38.0,129.95000000000002,30.0
2018-01-01 11:10:00,128.70000000000002,104.0,129.1,109.0,128.5,39.0,129.5,30.0
2018-01-01 11:15:00,128.75,117.0,129.05,101.0,128.55,41.0,129.4,30.0
2018-01-01 11:20:00,128.75,113.0,129.1,113.0,128.55,39.0,129.5,36.0
2018-01-01 11:25:00,129.05,119.0,129.4,121.0,128.75,41.0,129.70000000000002,41.0
2018-01-01 11:30:00,128.95000000000002,107.0,129.3,150.0,128.70000000000002,43.0,129.75,44.0
2018-01-01 11:35:00,128.65,110.0,129.0,159.0,128.65,41.0,129.65,50.0
2018-01-01 11:40:00,128.65,94.0,129.0,142.0,128.70000000000002,37.0,129.65,40.0
2018-01-01 11:45:00,128.6,93.0,128.95000000000002,131.0,128.65,36.0,129.55,43.0
2018-01-01 11:50:00,128.35,96.0,128.65,130.0,128.55,34.0,129.45000000000002,39.0
2018-01-01 11:55:00,128.75,88.0,129.1,122.0,128.55,29.0,129.5,35.0
2018-01-01 12:00:00,128.75,105.0,129.1,136.0,128.6,35.0,129.55,41.0
2018-01-01 12:05:00,128.75,96.0,129.05,147.0,128.6,37.0,129.55,41.0
2018-01-01 12:10:00,128.45000000000002,111.0,128.8,154.0,128.20000000000002,39.0,129.15,44.0
2018-01-01 12:15:00,128.75,123.0,129.05,152.0,128.35,40.0,129.20000000000002,46.0
2018-01-01 12:20:00,128.5,126.0,128.8,153.0,128.3,39.0,129.15,46.0
2018-01-01 12:25:00,128.55,129.0,128.85,146.0,128.35,39.0,129.15,42.0
2018-01-01 12:30:00,128.45000000000002,142.0,128.75,133.0,128.1,39.0,128.95000000000002,43.0
2018-01-01 12:35:00,128.5,151.0,128.8,132.0,128.3,41.0,129.15,44.0
2018-01-01 12:40:00,128.45000000000002,166.0,128.75,136.0,128.65,42.0,129.45000000000002,49.0
2018-01-01 12:45:00,128.35,165.0,128.65,152.0,128.70000000000002,46.0,129.5,55.0
2018-01-01 12:50:00,128.35,156.0,128.65,157.0,128.4,42.0,129.20000000000002,61.0
2018-01-01 12:55:00,128.25,153.0,128.55,165.0,128.20000000000002,43.0,129.0,61.0
2018-01-01 13:00:00,128.5,153.0,128.75,171.0,128.35,51.0,129.1,62.0
2018-01-01 13:05:00,128.65,138.0,128.95000000000002,159.0,128.6,45.0,129.4,50.0
2018-01-01 13:10:00,128.6,147.0,128.85,152.0,128.55,43.0,129.35,55.0
2018-01-01 13:15:00,128.5,165.0,128.8,139.0,128.8,45.0,129.55,60.0
2018-01-01 13:20:00,128.55,164.0,128.8,140.0,128.8,43.0,129.5,64.0
2018-01-01 13:25:00,128.8,169.0,129.05,158.0,128.9,47.0,129.6,70.0
2018-01-01 13:30:00,128.95000000000002,179.0,129.20000000000002,157.0,128.85,49.0,129.55,66.0
2018-01-01 13:35:00,129.1,189.0,129.35,164.0,128.75,56.0,129.55,67.0
2018-01-01 13:40:00,129.15,192.0,129.45000000000002,175.0,128.8,61.0,129.6,69.0
2018-01-01 13:45:00,129.0,187.0,129.25,190.0,128.45000000000002,63.0,129.20000000000002,69.0
2018-01-01 13:50:00,128.8,152.0,129.1,150.0,128.25,55.0,129.05,54.0
2018-01-01 13:55:00,129.05,154.0,129.3,161.0,128.20000000000002,57.0,128.95000000000002,56.0
2018-01-01 14:00:00,128.8,151.0,129.1,143.0,128.20000000000002,56.0,128.95000000000002,55.0
2018-01-01 14:05:00,128.70000000000002,148.0,129.0,155.0,128.15,56.0,128.95000000000002,55.0
2018-01-01 14:10:00,128.6,146.0,128.9,165.0,128.3,56.0,129.1,57.0
2018-01-01 14:15:00,128.55,142.0,128.8,155.0,128.0,50.0,128.8,59.0
2018-01-01 14:20:00,128.6,158.0,128.85,138.0,128.25,50.0,128.95000000000002,57.0
2018-01-01 14:25:00,128.6,158.0,128.9,136.0,128.25,50.0,128.95000000000002,56.0
2018-01-01 14:30:00,128.6,189.0,128.85,133.0,128.4,51.0,129.15,63.0
2018-01-01 14:35:00,128.65,176.0,128.9,136.0,128.55,51.0,129.3,63.0
2018-01-01 14:40:00,128.75,159.0,129.05,120.0,128.45000000000002,50.0,129.3,49.0
2018-01-01 14:45:00,128.75,144.0,129.05,116.0,128.45000000000002,43.0,129.3,45.0
2018-01-01 14:50:00,128.75,155.0,129.05,125.0,128.25,44.0,129.20000000000002,44.0
2018-01-01 14:55:00,128.75,184.0,129.1,140.0,128.35,52.0,129.35,48.0
2018-01-01 15:00:00,128.75,165.0,129.1,136.0,128.20000000000002,43.0,129.20000000000002,47.0
2018-01-01 15:05:00,128.65,168.0,129.0,154.0,128.1,47.0,129.1,50.0
2018-01-01 15:10:00,128.6,151.0,128.95000000000002,151.0,128.1,47.0,129.05,50.0
2018-01-01 15:15:00,128.70000000000002,164.0,129.05,144.0,128.05,46.0,129.0,53.0
2018-01-01 15:20:00,128.65,170.0,129.0,147.0,128.15,47.0,129.15,52.0
2018-01-01 15:25:00,128.8,161.0,129.15,129.0,128.05,40.0,129.1,48.0
2018-01-01 15:30:00,128.70000000000002,142.0,129.1,125.0,127.80000000000001,42.0,128.95000000000002,44.0
2018-01-01 15:35:00,128.70000000000002,143.0,129.1,145.0,127.60000000000001,42.0,128.8,47.0
2018-01-01 15:40:00,128.70000000000002,143.0,129.15,135.0,127.7,42.0,128.9,45.0
2018-01-01 15:45:00,128.9,138.0,129.3,139.0,127.75,47.0,128.95000000000002,43.0
2018-01-01 15:50:00,128.85,133.0,129.25,131.0,127.7,45.0,128.8,41.0
2018-01-01 15:55:00,128.8,135.0,129.20000000000002,131.0,127.80000000000001,45.0,128.95000000000002,39.0
2018-01-01 16:00:00,128.5,146.0,128.95000000000002,141.0,127.5,46.0,128.75,47.0
2018-01-01 16:05:00,128.70000000000002,142.0,129.1,157.0,127.85000000000001,47.0,129.05,49.0
2018-01-01 16:10:00,128.6,137.0,129.05,154.0,128.20000000000002,45.0,129.4,48.0
2018-01-01 16:15:00,128.8,140.0,129.20000000000002,150.0,128.55,45.0,129.75,51.0
2018-01-01 16:20:00,128.70000000000002,145.0,129.05,152.0,128.8,45.0,129.85,54.0
2018-01-01 16:25:00,128.75,139.0,129.1,130.0,128.6,42.0,129.6,45.0
2018-01-01 16:30:00,128.95000000000002,134.0,129.3,128.0,128.70000000000002,38.0,129.70000000000002,44.0
2018-01-01 16:35:00,128.95000000000002,121.0,129.3,117.0,128.8,32.0,129.85,46.0
2018-01-01 16:40:00,128.95000000000002,118.0,129.3,116.0,128.85,33.0,129.9,42.0
2018-01-01 16:45:00,128.85,111.0,129.15,102.0,128.95000000000002,31.0,129.95000000000002,36.0
2018-01-01 16:50:00,129.0,110.0,129.35,99.0,129.20000000000002,33.0,130.15,36.0
2018-01-01 16:55:00,129.0,110.0,129.35,106.0,129.20000000000002,34.0,130.15,35.0
2018-01-01 17:00:00,129.35,102.0,129.70000000000002,112.0,129.35,32.0,130.35,35.0
2018-01-01 17:05:00,129.3,107.0,129.65,116.0,128.55,34.0,129.65,34.0
2018-01-01 17:10:00,129.35,97.0,129.70000000000002,107.0,128.70000000000002,30.0,129.75,32.0
2018-01-01 17:15:00,129.45000000000002,102.0,129.85,103.0,128.8,31.0,129.9,33.0
2018-01-01 17:20:00,129.45000000000002,94.0,129.85,94.0,128.65,29.0,129.75,29.0
2018-01-01 17:25:00,129.25,93.0,129.65,91.0,128.75,30.0,129.8,30.0
2018-01-01 17:30:00,129.3,107.0,129.70000000000002,111.0,128.6,36.0,129.65,37.0
2018-01-01 17:35:00,129.45000000000002,110.0,129.85,106.0,128.5,38.0,129.70000000000002,35.0
2018-01-01 17:40:00,129.35,103.0,129.75,101.0,128.4,38.0,129.55,32.0
2018-01-01 17:45:00,129.35,96.0,129.75,105.0,128.65,37.0,129.70000000000002,31.0
2018-01-01 17:50:00,129.45000000000002,102.0,129.85,96.0,128.5,36.0,129.65,31.0
2018-01-01 17:55:00,129.4,100.0,129.85,101.0,128.45000000000002,36.0,129.70000000000002,35.0
2018-01-01 18:00:00,129.45000000000002,105.0,129.9,117.0,128.15,40.0,129.4,39.0
2018-01-01 18:05:00,129.35,106.0,129.75,102.0,128.35,37.0,129.6,39.0
2018-01-01 18:10:00,129.3,95.0,129.75,94.0,128.5,37.0,129.75,31.0
2018-01-01 18:15:00,129.15,107.0,129.55,96.0,128.45000000000002,37.0,129.6,34.0
2018-01-01 18:20:00,129.05,94.0,129.45000000000002,92.0,128.45000000000002,29.0,129.6,32.0
2018-01-01 18:25:00,129.0,99.0,129.4,105.0,128.65,29.0,129.75,37.0
2018-01-01 18:30:00,128.85,88.0,129.20000000000002,107.0,128.75,28.0,129.8,37.0
2018-01-01 18:35:00,128.8,87.0,129.15,114.0,128.75,31.0,129.70000000000002,35.0
2018-01-01 18:40:00,128.85,90.0,129.25,121.0,128.95000000000002,32.0,130.0,37.0
2018-01-01 18:45:00,128.9,89.0,129.3,113.0,129.05,31.0,130.1,33.0
2018-01-01 18:50:00,128.65,87.0,129.0,111.0,128.70000000000002,30.0,129.70000000000002,32.0
2018-01-01 18:55:00,128.75,86.0,129.1,96.0,128.8,27.0,129.8,33.0
2018-01-01 19:00:00,128.8,91.0,129.20000000000002,116.0,128.9,30.0,129.95000000000002,36.0
2018-01-01 19:05:00,128.8,88.0,129.20000000000002,106.0,129.20000000000002,29.0,130.25,34.0
2018-01-01 19:10:00,129.1,81.0,129.5,113.0,129.45000000000002,33.0,130.45000000000002,29.0
2018-01-01 19:15:00,128.95000000000002,82.0,129.3,98.0,128.9,29.0,129.85,29.0
2018-01-01 19:20:00,128.8,93.0,129.1,107.0,128.85,35.0,129.75,33.0
2018-01-01 19:25:00,128.85,94.0,129.20000000000002,106.0,128.75,34.0,129.75,32.0
2018-01-01 19:30:00,129.15,106.0,129.55,100.0,128.95000000000002,35.0,130.15,34.0
2018-01-01 19:35:00,129.25,110.0,129.65,105.0,128.85,41.0,130.05,32.0
2018-01-01 19:40:00,129.20000000000002,107.0,129.6,112.0,128.8,41.0,129.9,35.0
2018-01-01 19:45:00,129.3,120.0,129.70000000000002,120.0,128.55,42.0,129.8,39.0
2018-01-01 19:50:00,129.15,119.0,129.65,103.0,128.35,40.0,129.75,34.0
2018-01-01 19:55:00,129.05,127.0,129.5,100.0,128.25,38.0,129.45000000000002,35.0
2018-01-01 20:00:00,129.15,116.0,129.55,102.0,128.35,34.0,129.5,35.0
2018-01-01 20:05:00,129.20000000000002,96.0,129.70000000000002,96.0,128.25,31.0,129.6,32.0
2018-01-01 20:10:00,129.25,98.0,129.70000000000002,91.0,128.20000000000002,31.0,129.45000000000002,30.0
2018-01-01 20:15:00,129.20000000000002,92.0,129.65,91.0,128.4,28.0,129.75,29.0
2018-01-01 20:20:00,129.35,100.0,129.8,91.0,128.70000000000002,29.0,129.95000000000002,32.0
2018-01-01 20:25:00,129.25,110.0,129.65,93.0,128.35,31.0,129.55,36.0
2018-01-01 20:30:00,129.35,116.0,129.75,108.0,128.75,35.0,129.95000000000002,39.0
2018-01-01 20:35:00,129.25,109.0,129.65,104.0,129.0,35.0,130.20000000000002,34.0
2018-01-01 20:40:00,129.1,100.0,129.55,105.0,129.05,33.0,130.25,32.0
2018-01-01 20:45:00,129.05,115.0,129.45000000000002,105.0,129.15,34.0,130.25,32.0
2018-01-01 20:50:00,129.25,109.0,129.65,93.0,128.95000000000002,33.0,130.15,30.0
2018-01-01 20:55:00,129.15,120.0,129.55,97.0,128.9,33.0,130.0,35.0
2018-01-01 21:00:00,129.35,126.0,129.70000000000002,105.0,129.0,36.0,130.05,34.0
2018-01-01 21:05:00,129.3,121.0,129.70000000000002,110.0,129.20000000000002,38.0,130.25,36.0
2018-01-01 21:10:00,129.5,114.0,129.9,93.0,129.3,34.0,130.35,31.0
2018-01-01 21:15:00,129.5,116.0,129.9,103.0,129.25,36.0,130.35,36.0
2018-01-01 21:20:00,129.5,119.0,129.85,114.0,129.20000000000002,37.0,130.3,38.0
2018-01-01 21:25:00,129.45000000000002,107.0,129.9,106.0,129.0,37.0,130.20000000000002,34.0
2018-01-01 21:30:00,129.65,109.0,130.05,105.0,129.15,35.0,130.3,35.0
2018-01-01 21:35:00,129.6,105.0,130.0,117.0,129.3,36.0,130.45000000000002,36.0
2018-01-01 21:40:00,129.65,111.0,130.0,125.0,129.35,41.0,130.4,38.0
2018-01-01 21:45:00,129.55,131.0,129.9,113.0,129.45000000000002,40.0,130.5,42.0
2018-01-01 21:50:00,129.45000000000002,116.0,129.8,111.0,129.3,38.0,130.3,37.0
2018-01-01 21:55:00,129.6,111.0,129.95000000000002,122.0,129.3,39.0,130.20000000000002,36.0
2018-01-01 22:00:00,129.9,109.0,130.25,123.0,129.5,40.0,130.5,38.0
2018-01-01 22:05:00,129.85,119.0,130.20000000000002,116.0,129.35,40.0,130.35,39.0
2018-01-01 22:10:00,129.8,104.0,130.15,113.0,129.1,37.0,130.20000000000002,38.0
2018-01-01 22:15:00,129.65,114.0,130.0,103.0,129.25,37.0,130.25,36.0
2018-01-01 22:20:00,129.6,110.0,129.95000000000002,111.0,129.3,38.0,130.3,36.0
2018-01-01 22:25:00,129.8,104.0,130.15,111.0,129.3,37.0,130.3,38.0
2018-01-01 22:30:00,129.65,98.0,130.05,103.0,129.35,35.0,130.45000000000002,36.0
2018-01-01 22:35:00,129.85,100.0,130.25,113.0,129.70000000000002,31.0,130.8,39.0
2018-01-01 22:40:00,129.75,109.0,130.15,119.0,129.65,33.0,130.75,43.0
2018-01-01 22:45:00,129.55,105.0,129.85,124.0,129.75,35.0,130.65,44.0
2018-01-01 22:50:00,129.3,110.0,129.65,125.0,129.35,38.0,130.35,44.0
2018-01-01 22:55:00,129.3,111.0,129.65,134.0,129.4,41.0,130.4,42.0
2018-01-01 23:00:00,129.5,122.0,129.85,137.0,129.4,41.0,130.4,43.0
2018-01-01 23:05:00,129.4,127.0,129.75,147.0,129.4,48.0,130.45000000000002,44.0
2018-01-01 23:10:00,129.5,140.0,129.85,148.0,129.55,48.0,130.55,46.0
2018-01-01 23:15:00,129.3,135.0,129.6,162.0,129.45000000000002,47.0,130.4,53.0
2018-01-01 23:20:00,129.55,131.0,129.85,154.0,129.70000000000002,46.0,130.55,51.0
2018-01-01 23:25:00,129.5,135.0,129.85,140.0,129.3,44.0,130.20000000000002,51.0
2018-01-01 23:30:00,129.25,109.0,129.6,128.0,129.3,38.0,130.3,45.0
2018-01-01 23:35:00,129.15,111.0,129.55,119.0,129.20000000000002,34.0,130.3,47.0
